x1,x2,y
1.7197823460193224,0.4212229590165321,1
-1.3001130964470953,1.108281508073023,0
-1.7322422721211033,-0.6856362034866347,0
-0.8800468911050968,0.755886824477831,0
-0.21568056288214907,0.27465802391893346,1
1.2612512777581084,-0.7231002763731753,1
-0.45397321322616857,1.3014916141511554,0
-0.033112254084926254,1.5450256856988729,0
-0.7625496638022321,1.632698555348311,0
1.7060224026140831,0.17936538548601688,1
1.103295814165852,-1.1768296646139789,1
-0.30096989563064996,1.734118424018917,0
-0.16709088075171535,-1.416554191731767,1
0.04421066949451358,0.8415201771962072,0
0.1698163515488097,-0.7414557471127304,1
-0.08566200433031881,-0.5081549927076586,1
0.7494838831090893,-0.7104369651833303,1
1.2494256830249044,-1.0540373029386987,1
0.9239584982935384,-1.8743856743878873,1
0.23535959534314937,-1.3446418537326572,1
0.2667870632928117,-1.431891337402617,1
-1.0599102763366743,1.352106533220798,0
-0.1340760424004142,0.6625034862387007,0
-0.7421694590053964,1.517313048957246,0
-0.9577796146562102,1.4842713244609225,0
0.6443737109862501,-0.25017454407286,0
-0.15791420786876217,0.5035736400757981,0
0.7141231084565554,-1.2390534651178324,1
0.2213730409295889,-1.3479842147608658,1
0.1737300169907152,-1.4481470155915785,1
-0.1460529920883474,1.1335723464611631,0
1.429726367031928,-0.8084740054844066,1
-0.4930750470643957,0.35337516062555624,1
-0.44965925084773,-1.0980843520280448,1
0.15533772669630913,-1.2673095199373645,1
0.13771044872732618,0.4079530250177351,0
-0.7500233373755077,-1.2888708409759468,1
0.3171068382173918,0.5762371343537351,0
1.5479401367098722,0.774647233442005,1
-0.07109914293127882,1.2756290709428413,0
-1.427304537685437,-0.24195989799149664,0
0.502382943054737,0.7423725480108082,0
-0.8963806311348382,0.8172721178282514,0
1.5964127388719966,-0.3398287938871243,1
1.6340759710032393,0.3135036908240396,1
-1.6128484133286656,1.4755949772166337,0
-1.5002903864181123,1.736819438799684,0
0.435616501829192,-1.1203810224995634,1
-1.7900013978240166,-0.08296279259337061,0
-1.4303091702911956,0.898820600316544,0
0.7756996994385522,-1.5271289073289345,1
0.8581162364891193,-1.2311212438472083,1
-0.5881625968398386,1.11483224580451,0
-0.14224408493438553,1.1290768235779913,0
0.42224872787581863,-1.2787342783534055,1
-1.1571885576032979,-0.744788245296239,0
1.9045211985112966,0.18727947074934623,1
-1.6452052039694498,0.6702937270055042,0
0.6888705782946484,0.796185517046175,0
0.7176253670039219,-0.6440394142478448,1
0.5147172899759002,-0.31031211857640406,0
-0.5777301177774844,0.7734231538076445,1
0.9785918734029346,-1.6685890836928992,1
-0.933374183620191,1.2260765336572768,0
-1.8846140598904093,0.31398407141060847,0
-1.5205320290315056,0.5916013174652519,0
-0.5330810694081229,-1.3255828137857408,1
-0.4052559826912641,-0.03307351828795364,1
-0.45274519008528347,0.9010436741700041,0
-1.2742669560728748,1.2283162891779837,0
0.7807500202069627,-0.5866022981625287,0
-1.4900967993987602,0.20997864150858864,0
-0.6438564228244033,-0.36041104777937655,1
1.1443071942296412,-0.7039351875016472,1
0.6308074905331171,0.7139114514967881,0
1.1893765961920437,-0.4576353457793318,1
0.2853504457964836,0.9141906318986625,0
-1.6604078552310864,0.21791896572729152,0
1.8055279199326748,-0.6930859265151645,1
-1.5058632873591,0.46054880977184615,0
-0.7053963276809738,-0.8256648393529012,1
-0.2676006258313974,1.1889220586755416,1
0.19645471752907753,-1.70085308080039,1
0.1929568361244932,-0.9064956121233001,1
-0.9682226636509664,-0.7434633026852364,1
-0.44183196832310184,1.4155775821900374,0
-0.06736043997645313,1.3038013860553967,0
1.4940169264107936,-1.0611251415397136,1
0.4014921689922492,-1.4045522038593288,1
0.6101448914612272,-1.2578230885124118,1
0.5575475117415243,-0.8243989473540485,0
